id,name,type,effects,ailment,flavor,location,thc,cbd,Citrus,Sweet,Earthy,Pine,Skunk,Berry,Lemon,Lime,Blueberry,Strawberry,Mango,Rose,Pepper,Depression,Pain,Insomnia,Stress,Lack of Appetite,Muscle Spasms,Nausea,Inflammation,Relaxed,Happy,Euphoric,Uplifted,Sleepy,Dry Mouth,Focused,Energetic,Paranoid,Anxious,Hungry,Talkative,Creative
6188,Tongue Twister,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6189,818 Headband,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6190,Grape Plasma OG,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6191,Grape Ape x Sensi Star,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6192,Blotter,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6193,XJ Goji,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6194,Sour Cherries,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6195,X-Tra CHZ,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6196,Cheese #1,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6197,High Octane OG BX3,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6198,Lilac Jack,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6199,Original Sour D,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,Blue Dream Haze,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6201,Boss Hog,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6202,California Dreaming,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6203,Lions Tabernacle,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6204,Grape OG,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6205,LA Cookies,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6206,Strawberry OG,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6207,Tahoe OG x Chem 4,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6208,Pineapple Pie,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6209,Gelato #45,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210,Cherry Sunday,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211,Green Diamond,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6212,Green Cookies,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6213,Polm Gold,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6214,Chefchaouen Sativa,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6215,Gold Rush,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6216,GNG/P-91,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6217,Dutch Dream,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,Loud Dream,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6219,Pink Haze,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220,Double Purple Bubba Diesel,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6221,Psycho Crack,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6222,Psychosis (Exodus Psychosis),Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6223,Chupacabra,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6224,Bizarre (Sick Meds),Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6225,Black Rose x (Black Rose x Double Purple Doja),Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6226,Black Rose x Double Purple Doja,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6227,Green Crack (Sick Meds),Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6228,Ghani Crack,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6229,CB Diesel x Freedom Baby,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230,Wizard OG,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6231,Cherry Dream,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6232,Cherry Cola OG,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6233,Cherry Cheese,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6234,Chemistry,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6235,Chem Berry,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6236,Champagne Sherbert,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6237,Catalyst,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6238,Malawi Landrace x Skunk #1,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,Cali Gold,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240,Cali Breeze,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6241,Bugatti OG,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6242,Legend of 91,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6243,DJ Flash,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6244,Pakistan Chitral Kush,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6245,Boo Berries,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6246,Blue Ultima,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6247,Tranq,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6248,Delicious Dream,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6249,New York OG,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250,Grape Frost,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6251,Blackberry Headband,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6252,Black Mendo,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6253,Hindu Berry,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6254,Ringo 2012,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255,Slymer,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6256,Red Tangie,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6257,Kosher Dawg,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6258,Strawberry Shortcake,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6259,Berry Mist,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6260,ATF x GDP,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6261,SFV OG x Lemon Pledge,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6262,Lemon Pledge,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6263,Granddaddy White,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6264,Genesis,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6265,Wild Amazone,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6266,White Wicka,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6267,Spice Girl,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6268,Femme Fatale,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6269,Dutch Gold,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6270,Aphrodite,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6271,Silver Queen,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6272,Purple Hindu,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6273,Red Velvet,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6274,Blue Ribbon,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6275,White Ribbon,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6276,Dawg Fighter,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6277,Pluto OG,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6278,Cherry PieNapple,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6279,Cookies/Jillybean,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6280,Mango G.S.C.,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6281,Blueberry GDP (Granddaddy Blueberry),Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,Digital Yoga,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283,Blue Amnesia (Auto),Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6284,Purple AK-47,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6285,Lemon Chiffon Cake,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6286,Harbinger,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6287,Royal Frisian,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6288,Frisian Duck,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6289,Dame Fizz,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6290,Fizz,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6291,City of God,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292,Cinnamint,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6293,Bubble Mint,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6294,Nurkle,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6295,Qrazy Glue,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6296,Crazy Glue,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297,Super Silver Chemdog Haze,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6298,Bennett Valley Kush,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6299,Hash Train,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,Sonoma Valley Grape,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6301,Sour Bananas OG,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6302,Cherry Herer,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6303,White Lightning x Northern Lights,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6304,Wild Rose,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6305,Blue Nightmare,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6306,Overlord OG,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6307,Hawaiian Tricot Sativa,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6308,Triple Threat,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6309,T-1 (This Is The Shit),Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6310,Purple Kush x Silver Kush,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6311,Sour Cheese,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6312,Parabola,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6313,Night Owl,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6314,Dr. Bogart,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315,Speakeasy,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6316,Third Degree,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6317,Orange Dot,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6318,Harlequin x Sour Diesel,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6319,Afghan Kush x Blue Cheese,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320,The Kitchen,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6321,Zenith,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6322,Left Hook,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6323,CarJack,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6324,White Knuckle,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6325,Cleopatra,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6326,Egyptian Hashplant,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6327,Caveman Chem,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6328,Cherry Headband,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6329,Tangerine Punch,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6330,Blueberry x Northern Light,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6331,C99 x Kali Mist,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6332,Kusha T,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6333,Durban Fire,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6334,Super Lemon Dream,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6335,Great White Widow,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336,Sour Diesel (Zayante Cut),Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6337,Strawberry Cruz,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6338,JV-86,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6339,Blue Hash,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6340,Royal Medic,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341,Queen Mother (Reina Madre),Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6342,La Reunion,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6343,Kaleidos Dope,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6344,Sour LSD,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6345,Em-Dog,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6346,OG Critical,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6347,Covelo Afgoo,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6348,Alpha OG,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6349,California Hashplant,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350,Blueberry Lemonade,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6351,Mango Crack,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6352,Blood Orange,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6353,Wreckless,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6354,All of The Above (AOTA),Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6355,Sour Power,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6356,Cheese Candy,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6357,Candy Chem,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6358,Sour Blackberry Diesel,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6359,Urkulan,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6360,BC Diesel,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6361,Banana Split OG,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6362,SFV Jack,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6363,Chem Valley Kush,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6364,Spliffin OG,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6365,Panama Cookies,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6366,Purple Skittles,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6367,Do Si Dos,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6368,Spongebob,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6369,Kratos,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6370,Shadowdancer,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6371,Lemon Remedy,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6372,Purple Caper,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6373,Snow Dream,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6374,Sun Monkey,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6375,Black Dream,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6376,Bubblegum Haze,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6377,Blackberry (Sativa Seedbank),Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6378,Royal Salute,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,Long-Valley Secret Sauce,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6380,Royal Sour,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6381,Mata Hari,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6382,Oregon Rocket,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6383,Split,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6384,Swiss Kiss,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6385,Ierdbei F3,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6386,Amethyst Koosh,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6387,Amethyst Bud (Irie Vibe),Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,Grendel (Irie Vibe),Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6389,Triple Proof Blue Moonshine,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6390,Affie Bubba,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6391,Black Lime,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6392,Platinum GDP,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6393,Soul Assassin #3 (Purple OG Kush/Santa BarbaraOG),Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6394,Lemon Star,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6395,Lemonhead OG,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6396,J13,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6397,Blue Daddy,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6398,SFV Cookies,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6399,Volcano Hash Plant,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400,Eisbaer,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6401,Cronuts,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6402,Snozzberry,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6403,Snowdawg BX,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6404,Snowdawg x Spacequeen,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6405,Snowdawg,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6406,Primetime Purple,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6407,West Coast Dawg 710,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6408,Sugenite OG,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6409,Dog Walker,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6410,Albert Walker OG (AWOG),Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6411,LA Scouts,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412,Cobra Kai,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6413,Lemonberry,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6414,Agent Orange x Blue Dream,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415,Oregon Lumberjack,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6416,Black Diamond x Gorilla Glue,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6417,Thimilicious Kush,Hybrid,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
